"region","Year","rp_median","WEIGHT"
37980,1987,0.0690829218016325,632381.49
37980,1989,0.0575305396421275,650369.68
37980,1991,0.0617602872049404,610510.37
37980,1993,0.0641692338791988,611869.31
37980,1995,0.0693829460900823,837550.68
37980,1997,0.061702155829379,676878.1309907
37980,1999,0.0824332299255338,940684.10289835
37980,2001,0.0757713474012278,1031331.11407742
37980,2003,0.0767043322751268,1045516.81481399
37980,2005,0.0710846986077466,1238669.62247796
37980,2007,0.0486656678717447,1151053.95416769
37980,2009,0.0623923761862815,1005976.30400999
37980,2011,0.0631883028354475,1343286.45597742
37980,2013,0.0632190791585766,1131786.48960137
37980,2015,0.0733039536894352,3473005.84449066
37980,2017,0.0738879829361931,3475815.0432182
37980,2019,0.0735367073908533,3573340.80314884
38060,1985,0.0669113465516356,497516.47
38060,1987,0.071749086372624,521149.23
38060,1989,0.0835969421644031,577849.54
38060,1991,0.0988400189153821,584949.73
38060,1993,0.0912615185385014,600141.58
38060,1995,0.093388902345418,652046.09
38060,1997,0.0811357920297543,510455.484862
38060,1999,0.0867345471846157,540434.7998788
38060,2001,0.0813333179359123,644047.3603946
38060,2003,0.077336421586238,604355.02334771
38060,2005,0.0596269356920831,675883.747419
38060,2007,0.0449284734601854,739723.85283144
38060,2009,0.07576398626964,750331.25792147
38060,2011,0.0954746281992744,775406.84454307
38060,2013,0.0705102536309033,733425.23682512
38060,2015,0.0778870434862445,1297898.47042715
38060,2017,0.061997601027697,1275096.27291063
38060,2019,0.0592733508830267,1343307.37695218
40140,1985,0.0681003975276558,318405.61
40140,1987,0.0646877990744952,358001.09
40140,1989,0.0573812350952716,414207.71
40140,1991,0.0619026144036322,379343.98
40140,1993,0.0666754567257018,392653.57
40140,1995,0.0768427337957197,426763.64
40140,1997,0.088237623285075,331365.2417361
40140,1999,0.0888192232123164,385837.7108502
40140,2001,0.0817742890998961,414582.8204909
40140,2003,0.0694356266769861,418292.6038353
40140,2005,0.0463182045259511,447541.0682147
40140,2007,0.0264622390235576,424111.4223762
40140,2009,0.0684729581286911,452688.5026532
40140,2011,0.0805193785780381,477942.6950691
40140,2013,0.0664946633911026,499946.1414636
40140,2015,0.0611198045610742,1142508.54434758
40140,2017,0.05488923767869,1134204.98003456
40140,2019,0.0538544659855018,1134379.36971132
41860,1985,0.0614708909092472,696137.79
41860,1987,0.0569076990297816,744807.16
41860,1989,0.0411907400385591,724449.33
41860,1991,0.0451860217586036,723874.02
41860,1993,0.0481170733188123,741489.99
41860,1995,0.054509418472848,736573.15
41860,1997,0.0551029158180366,565636.2905522
41860,1999,0.0470100652744911,749018.9198374
41860,2001,0.0333502773089767,794014.6134961
41860,2003,0.0277794069377126,754285.175193
41860,2005,0.0272760481210137,764755.2411426
41860,2007,0.02580948505641,754878.38187704
41860,2009,0.0381167719538871,766725.40334758
41860,2011,0.0376600221003144,765971.52717007
41860,2013,0.030608321205787,798125.57551344
41860,2015,0.0315185431304078,1904865.4306956
41860,2017,0.027501750259853,1999007.01345394
41860,2019,0.0276782794510535,1975086.27979252
42660,1985,0.078703785715836,485053.1
42660,1987,0.0879203502311505,482598.14
42660,1989,0.0850526001551158,511845.76
42660,1991,0.064540570646483,519233.04
42660,1993,0.0632237656183335,534121.57
42660,1995,0.0688396218994476,547111.12
42660,1997,0.0607289986841231,464257.8865064
42660,1999,0.0610635886534127,538937.06989
42660,2001,0.0544131367370647,591929.8553984
42660,2003,0.0538725515265751,582762.5676762
42660,2005,0.0480693169016793,584592.926447
42660,2007,0.0371602616589638,568349.0086595
42660,2009,0.0446882342838587,573795.04165211
42660,2011,0.0531211189438611,590285.53176604
42660,2013,0.0527285938031082,550391.93673334
42660,2015,0.0573587442853909,1895762.60246296
42660,2017,0.0427243382148947,1909037.47258854
42660,2019,0.0423783310269719,1958829.47716464
47900,1985,0.0768951879347462,518822.65
47900,1987,0.0762435196409506,556881.95
47900,1989,0.0661339917004336,592237.59
47900,1991,0.0686409532234513,600262.23
47900,1993,0.0659941708640569,601624.77
47900,1995,0.0707722847427697,636157.85
47900,1997,0.0713477267170836,399565.1895436
47900,1999,0.0780675828916688,517547.3139409
47900,2001,0.0698772414295041,567978.4770952
47900,2003,0.0626778946824819,624270.8771726
47900,2005,0.042998219063581,571548.8677618
47900,2007,0.0375567459650287,569357.9711809
47900,2009,0.0523084718865425,603431.8300398
47900,2011,0.0542400748504014,663788.893841762
47900,2013,0.0499255552791472,650103.88125393
47900,2015,0.0598780611232704,2925926.42412068
47900,2017,0.0594955827757557,2882035.82546432
47900,2019,0.064254708943359,2881786.00158496
