"region","Year","rp_median","WEIGHT"
4480,1993,0.0488759329535869,1306629.08
4480,1995,0.0551245563044543,1289678.07
4480,1997,0.0544148398516963,1029259.9906867
4480,1999,0.0611108151190844,1150654.93613144
4480,2001,0.0528803502067551,1298823.0990024
4480,2003,0.0406731651337487,1287366.18173173
4480,2005,0.0280607832953706,1300903.76107407
4480,2007,0.0241142845202207,1165619.98510796
4480,2009,0.0420397930287012,1192672.00083466
4480,2011,0.0430203694319975,1230392.84266385
4480,2013,0.0419708333769701,1318254.36131879
5000,1985,0.0721095834562539,324192.52
5000,1987,0.0814598632661132,350025.65
5000,1989,0.0896541525759047,374889.87
5000,1991,0.10047157554936,348879.18
5000,1993,0.090698703693875,356093.54
5000,1995,0.0898477870884985,359494.75
5000,1997,0.0976192183464706,272576.1448755
5000,1999,0.0900382000230529,276390.69345857
5000,2001,0.0751124695857548,312770.41005448
5000,2003,0.0649796274989592,298727.6308223
5000,2005,0.0492629144645307,296844.4924547
5000,2007,0.0489561651550344,302157.9162772
5000,2009,0.0697193273468101,277385.0592347
5000,2011,0.101487370141576,319875.14796803
5000,2013,0.0807746507386125,343355.80243226
5120,1985,0.0837292588290127,462853.97
5120,1987,0.092762117001475,491776.99
5120,1989,0.0946781206143373,514208.92
5120,1991,0.097654662049335,497743.77
5120,1993,0.103029091619222,517105.3
5120,1995,0.104354193401203,534691.85
5120,1997,0.0936582173959522,447866.5784094
5120,1999,0.0933162969082399,470511.8558641
5120,2001,0.0795566194447235,529076.4701592
5120,2003,0.0708194577682268,497838.4900219
5120,2005,0.0666455598629568,510706.9491635
5120,2007,0.0665534676471425,501103.2779141
5120,2009,0.0749823063450553,528910.1336521
5120,2011,0.0935296672713622,559967.14703177
5120,2013,0.0923928709453299,526225.4684307
5380,1985,0.0626375721290376,586175.98
5380,1987,0.0510540224369311,573653.59
5380,1989,0.0550265544830237,587116.52
5380,1991,0.0615492354916517,539952.3
5380,1993,0.0696241799610148,551884.02
5380,1995,0.0735814057511897,589595.36
5380,1997,0.0703608519006229,511457.3765214
5380,1999,0.0769304745192329,565260.48919587
5380,2001,0.0638076351807883,576965.77029869
5380,2003,0.0465008735821043,570615.19276616
5380,2005,0.0476920219931165,556555.44071424
5380,2007,0.0450157809794806,572458.4897134
5380,2009,0.0520920240903822,473773.39380803
5380,2011,0.0498151207618355,613316.03834278
5380,2013,0.0512690769644585,378682.58567161
5600,1985,0.0528033945943686,431159.17
5600,1987,0.0405315328600782,436503.33
5600,1989,0.044857038420363,419337.48
5600,1991,0.0477945384742761,404725.77
5600,1993,0.0501174020182805,410936.27
5600,1995,0.0544939402061686,417953.32
5600,1997,0.0581492435338361,305215.179323
5600,1999,0.0576269617252642,368072.73763774
5600,2001,0.0431963958361287,478521.35638899
5600,2003,0.0455240920192278,504218.12001628
5600,2005,0.03301969886607,506024.56096149
5600,2007,0.0277259490742622,572609.36308712
5600,2009,0.0348652650447636,563680.63039274
5600,2011,0.034694799943463,536208.77733823
5600,2013,0.0346384327833041,361002.48160329
5640,1985,0.0627808682376178,295891.16
5640,1987,0.0422616684696256,284659.27
5640,1989,0.0437299946608807,297156.35
5640,1991,0.0599627726671267,296760.09
5640,1993,0.0519672845254578,274512.4
5640,1995,0.0587247590006189,304554.23
5640,1997,0.0629616852042782,271915.8068888
5640,1999,0.0741206412843693,276752.796718
5640,2001,0.0654111172054043,298878.5449821
5640,2003,0.0453407683923186,283851.919072
5640,2005,0.0441988219284224,285019.6742847
5640,2007,0.0366684693650047,292018.8139516
5640,2009,0.0478832559434235,162121.28902885
5640,2011,0.0526100182587283,330504.65221411
5640,2013,0.0525249746614541,101084.68023517
5720,1985,0.0689265503912167,319869.26
5720,1987,0.0703055987008292,340431.76
5720,1989,0.0686858646641084,352178.92
5720,1991,0.0756394630329454,330274.51
5720,1993,0.0751972131456093,337876.47
5720,1995,0.0803957907713458,363314.45
5720,1997,0.0656241545770726,328100.5151746
5720,1999,0.0830058103459958,366196.7551579
5720,2001,0.084616706132201,370206.774721
5720,2003,0.0903230049725665,393316.453768
5720,2005,0.0690318818932386,400170.8008747
5720,2007,0.0459463061783032,446607.925908
5720,2009,0.055155808058335,429366.9157451
5720,2011,0.0581872735835372,433993.66481665
5720,2013,0.0623638822029486,466084.74277959
5775,1985,0.0682227373797497,433141.81
5775,1987,0.0615336221867094,484995.01
5775,1989,0.0429600396824073,463790.9
5775,1991,0.0507232401764904,465410.21
5775,1993,0.0554230598740492,473508.21
5775,1995,0.0619776432600215,474912.28
5775,1997,0.0598227414517859,359915.2483545
5775,1999,0.0650937830572225,486507.2326351
5775,2001,0.0361683092789292,482609.3527065
5775,2003,0.0300324198921835,449680.7539912
5775,2005,0.0311038835432985,473846.5957285
5775,2007,0.0277545368823167,489840.22856974
5775,2009,0.043329539975012,509280.14339418
5775,2011,0.0478699743873116,489919.33565447
5775,2013,0.0411001125843693,499222.54582461
5880,1985,0.0700783029666068,231723.46
5880,1987,0.0804946234381581,240366.91
5880,1989,0.103936089043463,222328.73
5880,1991,0.119030082700022,205954.36
5880,1993,0.129749397925734,222341.75
5880,1995,0.125633981870065,244532.84
5880,1997,0.114348342445938,225135.8780907
5880,1999,0.0735562328525289,233191.79019537
5880,2001,0.0762998708685522,227931.3402786
5880,2003,0.0974512834880108,210353.2314135
5880,2005,0.11687987017877,225618.5475311
5880,2007,0.148020970506581,251238.8931994
5880,2009,0.12040238618989,277154.9445929
5880,2011,0.103446235458233,277641.8938402
5880,2013,0.0872168160141154,258302.239059
6160,1985,0.0723713082049743,645973.12
6160,1987,0.0669013607136594,632381.49
6160,1989,0.0582081212144053,650369.68
6160,1991,0.063885360280607,610510.37
6160,1993,0.0643511186448404,611869.31
6160,1995,0.0713798727289132,837550.68
6160,1997,0.0615559826900781,676878.1309907
6160,1999,0.0851436329413812,940684.10289835
6160,2001,0.0763439630046588,1031331.11407742
6160,2003,0.0784405414894057,1045516.81481399
6160,2005,0.0775039188387594,1238669.62247796
6160,2007,0.0512712672424667,1151053.95416769
6160,2009,0.0670514551762477,1005976.30400999
6160,2011,0.063266265189482,1343286.45597742
6160,2013,0.0647786291370112,1131786.48960137
6200,1985,0.0663297858107662,497516.47
6200,1987,0.0710152546751465,521149.23
6200,1989,0.0838005253079068,577849.54
6200,1991,0.0948460568348759,584949.73
6200,1993,0.0934587910118396,600141.58
6200,1995,0.0927008200640498,652046.09
6200,1997,0.0802960508710888,510455.484862
6200,1999,0.0838445879463956,540434.7998788
6200,2001,0.0786512127095567,644047.3603946
6200,2003,0.0766998855633103,604355.02334771
6200,2005,0.0620478540210109,675883.747419
6200,2007,0.0462788685208521,739723.85283144
6200,2009,0.0781367660808059,750331.25792147
6200,2011,0.0924444833546862,775406.84454307
6200,2013,0.0705662945966728,733425.23682512
6280,1985,0.079437465149148,424562.97
6280,1987,0.0939978468750401,451480.18
6280,1989,0.0862878719598478,441505.26
6280,1991,0.0902462651550478,452006.38
6280,1993,0.0890687963849176,445771.29
6280,1995,0.0850972187112962,454567.62
6280,1997,0.0929552723330257,380654.056539
6280,1999,0.0849055245295212,438517.5325495
6280,2001,0.0955475578994146,440540.4024876
6280,2003,0.117874799100038,432291.0375222
6280,2005,0.113662763797524,416848.7657463
6280,2007,0.104570243311199,402260.9827706
6280,2009,0.12062079022774,405171.5421501
6280,2011,0.0934203297975111,381478.02975782
6280,2013,0.134515761187659,421272.09739388
6780,1985,0.0725216061866669,318405.61
6780,1987,0.0673172652701977,358001.09
6780,1989,0.0591723706403525,414207.71
6780,1991,0.0587897952691578,379343.98
6780,1993,0.0673870594896475,392653.57
6780,1995,0.079494893700405,426763.64
6780,1997,0.088105842557092,331365.2417361
6780,1999,0.0882192491887719,385837.7108502
6780,2001,0.0821698264255834,414582.8204909
6780,2003,0.0705174054239739,418292.6038353
6780,2005,0.0460956000957937,447541.0682147
6780,2007,0.027535671674165,424111.4223762
6780,2009,0.0681265108998647,452688.5026532
6780,2011,0.0816639871931235,477942.6950691
6780,2013,0.0669624869422193,499946.1414636
7040,1985,0.0848412864219889,351791.66
7040,1987,0.0818278693192694,382462.39
7040,1989,0.088829011275605,373601.53
7040,1991,0.0797568279343363,393802.81
7040,1993,0.0935202953496706,376012.78
7040,1995,0.103254971776456,421695.91
7040,1997,0.0800964062774836,325036.6053436
7040,1999,0.0953863275817963,343376.7477178
7040,2001,0.0989399310771402,364149.5909191
7040,2003,0.089668228614423,324239.4707276
7040,2005,0.08414829067011,361516.8780507
7040,2007,0.0749678021240221,362552.1226272
7040,2009,0.103180066767619,327913.8749718
7040,2011,0.090626217757194,305789.2086475
7040,2013,0.0894435378122478,331436.96775005
7320,1985,0.0709133502731197,409493.73
7320,1987,0.074673047139717,418846.73
7320,1989,0.0629842814849738,438130.8
7320,1991,0.0586731790116812,466333.27
7320,1993,0.0703521589530332,460208.49
7320,1995,0.0723101852401686,483726.16
7320,1997,0.0729152421239504,393925.7377645
7320,1999,0.0746519288262962,427270.0935731
7320,2001,0.0511021590602262,456726.7695769
7320,2003,0.0419695830399793,525524.2815712
7320,2005,0.0331003371704143,532097.2677373
7320,2007,0.0346388032755579,476945.7420781
7320,2009,0.0480785287295772,503563.9014286
7320,2011,0.0481452317721336,501586.83978765
7320,2013,0.0502843411470238,520846.5122292
7360,1985,0.0548509268179662,262995.98
7360,1987,0.0563664379308702,259812.15
7360,1989,0.0410242052187361,260658.43
7360,1991,0.04134267572876,258463.81
7360,1993,0.0463254478929588,267981.78
7360,1995,0.0456664428473912,261660.87
7360,1997,0.0477051731313025,205721.0421977
7360,1999,0.0342120766444962,262511.6872023
7360,2001,0.0219135749823447,311405.2607896
7360,2003,0.0232985062774334,304604.4212018
7360,2005,0.0233509091861159,290908.6454141
7360,2007,0.0222252849214184,265038.1533073
7360,2009,0.0321678506957515,257445.2599534
7360,2011,0.0329461981806205,276052.1915156
7360,2013,0.0282022750098299,298903.02968883
7400,1985,0.0629695997671147,287348.07
7400,1987,0.059470433899431,310687.86
7400,1989,0.0429751411876647,314866.71
7400,1991,0.0473178442916249,316943.06
7400,1993,0.0519300111835764,326369.03
7400,1995,0.0636717621481596,296483.73
7400,1997,0.0513157216527856,286710.1481593
7400,1999,0.0422540969723482,349953.7382393
7400,2001,0.0274447188263775,356213.9731177
7400,2003,0.0268587830312162,349697.5263534
7400,2005,0.028972707521464,334204.059201
7400,2007,0.0243006215023634,306544.5220699
7400,2009,0.0423869502176391,307539.3761376
7400,2011,0.0430402178370977,356246.6182583
7400,2013,0.033351960039797,360842.93615267
7600,1985,0.0798962010128507,373686.79
7600,1987,0.0900765079390538,377728.6
7600,1989,0.0853077359591659,402323.01
7600,1991,0.060959352962748,404044.67
7600,1993,0.0605112195266793,418414.51
7600,1995,0.0621342493599139,423479.12
7600,1997,0.0591595877868312,352935.3802878
7600,1999,0.0553126286813082,426673.3007947
7600,2001,0.0448677595467031,460776.0885671
7600,2003,0.0519849668726589,458503.1682312
7600,2005,0.0410804663970144,459075.7076757
7600,2007,0.0322373122651859,435495.2702585
7600,2009,0.0413246107658066,444675.9703571
7600,2011,0.0433468708492427,457376.42309924
7600,2013,0.049575973143562,430853.97669314
8280,1985,0.0872283768892805,432159.93
8280,1987,0.087931493856792,471100.23
8280,1989,0.0983720997149276,477419.59
8280,1991,0.104694571592769,451476.35
8280,1993,0.0956754145746301,460096.77
8280,1995,0.106652714317,481144.83
8280,1997,0.0956329112387267,388583.4044127
8280,1999,0.119654659635831,448860.578304
8280,2001,0.113495625973542,485881.079793
8280,2003,0.0913759651204115,437671.2429917
8280,2005,0.0714725994392363,445008.3713576
8280,2007,0.0545674755747117,458242.3105026
8280,2009,0.0969600844428916,454443.3852993
8280,2011,0.0950597605599521,458674.53873525
8280,2013,0.114102065634755,478031.9272415
8840,1985,0.0828513793833181,518822.65
8840,1987,0.0807034345115485,556881.95
8840,1989,0.0649155028957453,592237.59
8840,1991,0.0696890266289881,600262.23
8840,1993,0.0680940501304083,601624.77
8840,1995,0.0716140856551793,636157.85
8840,1997,0.0729981972420338,399565.1895436
8840,1999,0.0830863489369187,517547.3139409
8840,2001,0.0766379442594882,567978.4770952
8840,2003,0.0612294318416436,624270.8771726
8840,2005,0.0445812420862352,571548.8677618
8840,2007,0.0373160868834259,569357.9711809
8840,2009,0.0527298743315174,603431.8300398
8840,2011,0.0542367661787896,663788.893841762
8840,2013,0.052140081779626,650103.88125393
