"Year","predict_vac_rate"
1985,0.0549670877988691
1987,0.0447874403933798
1989,0.0610110615932111
1991,0.0590534250807204
1993,0.0572038161991619
1995,0.0516442774848069
1997,0.0603263101721618
1999,0.0607623368129011
2001,0.0663295809760058
2003,0.0751157168929981
2005,0.0836454559715
2007,0.101761134464509
2009,0.0836354036294041
2011,0.078001077315196
2013,0.083902694293944
