"Year","region","name","state","cbsa","rp","tax_rate","vac_rate","interp_rp","interp_tax","interp_vac","net_yield","extrap_tax_1","net_yield_1","extrap_tax_0.5","net_yield_0.5"
1985,360,"Anaheim","CA",11244,0.0702277123059794,5.11,0.0706235537725253,0.0702277123059794,5.11,0.0706235537725253,0.0460807145035951,5.11,0.0460807145035951,5.11,0.0460807145035951
1986,360,"Anaheim","CA",11244,NA,NA,NA,0.0686359554227075,5.11,0.0850806283982304,0.0437729661915636,5.11,0.0437729661915636,5.11,0.0437729661915636
1987,360,"Anaheim","CA",11244,0.0670441985394356,NA,0.0995377030239354,0.0670441985394356,5.11,0.0995377030239354,0.041508190764796,5.11,0.041508190764796,5.11,0.041508190764796
1988,360,"Anaheim","CA",11244,NA,NA,NA,0.058380899011676,5.11,0.0850723924945559,0.0350129284149458,5.11,0.0350129284149458,5.11,0.0350129284149458
1989,360,"Anaheim","CA",11244,0.0497175994839164,NA,0.0706070819651765,0.0497175994839164,5.11,0.0706070819651765,0.0282836485056902,5.11,0.0282836485056902,5.11,0.0282836485056902
1990,360,"Anaheim","CA",11244,NA,5.11,NA,0.0501753998457549,5.11,0.0568478567450278,0.0293255186228169,5.11,0.0293255186228169,5.11,0.0293255186228169
1991,360,"Anaheim","CA",11244,0.0506332002075935,NA,0.0430886315248792,0.0506332002075935,5.08724666666667,0.0430886315248792,0.0304019047853252,5.08724666666667,0.0304019047853252,5.08724666666667,0.0304019047853252
1992,360,"Anaheim","CA",11244,NA,NA,NA,0.0544154560141504,5.06449333333333,0.0409492368451303,0.0339126809442983,5.06449333333333,0.0339126809442983,5.06449333333333,0.0339126809442983
1993,360,"Anaheim","CA",11244,0.0581977118207073,NA,0.0388098421653813,0.0581977118207073,5.04174,0.0388098421653813,0.0374385676147192,5.04174,0.0374385676147192,5.04174,0.0374385676147192
1994,360,"Anaheim","CA",11244,NA,NA,NA,0.061624637155568,5.01898666666667,0.0447745528572788,0.0401936574643864,5.01898666666667,0.0401936574643864,5.01898666666667,0.0401936574643864
