"SMSA","Year","rp_meidan","count"
5380,2009,0.0543307094879619,221
5380,2011,0.0622652724332484,248
5380,2013,0.0614857468780519,219
5600,1985,0.064809775469379,276
5600,1987,0.0619956498576048,243
5600,1989,0.06186616211776,294
5600,1991,0.0479449407477251,232
5600,1993,0.0557735867820101,316
5600,1995,0.0575084275491892,242
5600,1997,0.0794999900356003,193
5600,1999,0.0949544177152175,243
5600,2001,0.0667953738748622,253
5600,2003,0.0564273745990112,263
5600,2005,0.0477786110881503,233
5600,2007,0.0447934734170011,232
5600,2009,0.044945604828157,265
5600,2011,0.0420111941724864,242
5600,2013,0.04082511253034,229
5640,1985,0.0537988621898868,162
5640,1987,0.0438190582964491,132
5640,1989,0.0523212595882474,196
5640,1991,0.0643885472912561,137
5640,1993,0.0495000926265714,180
5640,1995,0.0610717208257375,141
5640,1997,0.0890332376445192,132
5640,1999,0.0963142298150069,132
5640,2001,0.0710889737055048,131
5640,2003,0.0722861708408038,133
5640,2005,0.0548602990906976,127
5640,2007,0.0428960937701491,121
5640,2009,0.0516303885198166,153
5640,2011,0.0477615054216133,148
5640,2013,0.0703964959668147,114
5720,1985,0.0658089531990181,127
5720,1987,0.069559742343615,122
5720,1989,0.0678501478037256,135
5720,1991,0.0714523333213208,121
5720,1993,0.0709530415779531,143
5720,1995,0.0734887143043033,124
5720,1997,0.0714886147009042,121
5720,1999,0.0831577500636263,128
5720,2001,0.0993505795358934,129
5720,2003,0.091391627104285,141
5720,2005,0.0772658530161197,129
5720,2007,0.0509868148142044,122
5720,2009,0.0590260013662252,117
5720,2011,0.0559225630759837,134
5720,2013,0.0587087578865417,138
5775,1985,0.0699945738966505,214
5775,1987,0.0692308427573646,170
5775,1989,0.0461800247413116,239
5775,1991,0.0539022845631537,170
5775,1993,0.053413948081961,237
5775,1995,0.0598394892284845,164
5775,1997,0.0878382895207477,140
5775,1999,0.0660398117873562,163
5775,2001,0.0474113936551544,162
5775,2003,0.0419044050925192,151
5775,2005,0.031657765744798,157
5775,2007,0.0285615943268761,138
5775,2009,0.0447209268346126,144
5775,2011,0.0518761881956392,156
5775,2013,0.0372348213974288,157
5880,1985,0.0651415102033734,100
5880,1987,0.082992008917919,84
5880,1989,0.101446775523513,99
5880,1991,0.10588235554876,70
5880,1993,0.118108882523895,96
5880,1995,0.110654100822787,70
5880,1997,0.0883816311908707,65
5880,1999,0.0864823935728507,74
5880,2001,0.101673033055124,74
5880,2003,0.0910716868214397,67
5880,2005,0.0979567351742093,74
5880,2007,0.0879879600725655,73
5880,2009,0.0833617545467098,83
5880,2011,0.101501163953055,87
5880,2013,0.0758753286428919,74
6160,1985,0.0981202500521316,543
6160,1987,0.106929392911522,415
6160,1989,0.0912456914198122,513
6160,1991,0.0915936237844001,376
6160,1993,0.0916860195919836,535
6160,1995,0.0885576835006987,982
6160,1997,0.0929490745915959,440
6160,1999,0.0968388298063391,1052
6160,2001,0.0925569734661436,470
6160,2003,0.0982209057506515,1090
6160,2005,0.101102491773906,515
6160,2007,0.0582170536149162,439
6160,2009,0.0776332738016226,1287
6160,2011,0.0675983453820093,568
6160,2013,0.0779383600632981,2223
6200,1985,0.066852758727651,173
6200,1987,0.0751799768445645,199
6200,1989,0.0942065902041669,206
6200,1991,0.0970482661457526,192
6200,1993,0.0963576869653504,218
6200,1995,0.0862837674915494,211
6200,1997,0.0906451712546723,195
6200,1999,0.0854013970594501,190
6200,2001,0.0818997914545876,218
6200,2003,0.0823942892526121,219
6200,2005,0.057868094935773,226
6200,2007,0.0472075741489269,224
6200,2009,0.0705017784859167,228
6200,2011,0.0871465001789643,246
6200,2013,0.0682182027541534,229
6280,1985,0.103322542091801,200
6280,1987,0.11347153078389,197
6280,1989,0.112414017399253,217
6280,1991,0.117335505478578,197
6280,1993,0.106533994937248,248
6280,1995,0.104873462398738,193
6280,1997,0.106482953243833,182
6280,1999,0.0957769191580826,190
6280,2001,0.12858520036713,184
6280,2003,0.155598809504124,179
6280,2005,0.11768875695111,166
6280,2007,0.0993391638180031,148
6280,2009,0.138484065671934,146
6280,2011,0.090061925048213,159
6280,2013,0.109190314914659,159
6780,1985,0.0714182467506844,146
6780,1987,0.0735691949722386,120
6780,1989,0.0693002636551843,160
6780,1991,0.0624876287238706,134
6780,1993,0.0671385372133048,171
6780,1995,0.0737414726311658,138
6780,1997,0.0935051306199751,111
6780,1999,0.0852458985780179,128
6780,2001,0.0835818171043889,134
6780,2003,0.0753888689372258,139
6780,2005,0.0452204403232507,147
6780,2007,0.0376664917690358,110
6780,2009,0.0665910799508678,127
6780,2011,0.0801296093347278,138
6780,2013,0.0672561529654303,129
7040,1985,0.0804705937706556,159
7040,1987,0.0755006890306112,161
7040,1989,0.083944039874611,175
7040,1991,0.073522717795918,165
7040,1993,0.0844149592503479,186
7040,1995,0.0841015075834321,162
7040,1997,0.089498210350276,134
7040,1999,0.0844940201999365,140
7040,2001,0.0901337793938071,135
7040,2003,0.105141091184089,141
7040,2005,0.0770569618202465,143
7040,2007,0.0876860234428987,124
7040,2009,0.113187756158927,117
7040,2011,0.0833684090730916,124
7040,2013,0.109098309814347,123
7320,1985,0.0796529204708498,171
7320,1987,0.0729269554164596,152
7320,1989,0.0751935656678774,176
7320,1991,0.0661084445164242,164
7320,1993,0.0657801176245734,193
7320,1995,0.0754144213905728,156
7320,1997,0.0743015959017115,137
7320,1999,0.0771186474902891,144
7320,2001,0.0559974375055394,136
7320,2003,0.0481592527985136,174
7320,2005,0.0358757531784664,163
7320,2007,0.0360207547976756,129
7320,2009,0.0622056211720049,132
7320,2011,0.0529959927531414,147
7320,2013,0.0535983831663613,161
7360,1985,0.0605644736590409,130
7360,1987,0.063055298057911,109
7360,1989,0.0400162901837244,159
7360,1991,0.0443735281281125,107
7360,1993,0.044148965290792,162
7360,1995,0.0499286022458006,101
7360,1997,0.0489961238935311,88
7360,1999,0.0368617368052317,103
7360,2001,0.0424237312432681,110
7360,2003,0.0390769576459211,107
7360,2005,0.0286098554942215,103
7360,2007,0.0235391628509466,81
7360,2009,0.0343013043498069,77
7360,2011,0.0351143666682268,93
7360,2013,0.0347210657688699,103
7400,1985,0.0635258376366443,126
7400,1987,0.0633087240263225,117
7400,1989,0.0422708822195531,155
7400,1991,0.0478680500256529,121
7400,1993,0.0516081678514667,165
7400,1995,0.0571224270173029,112
7400,1997,0.0590984518463827,113
7400,1999,0.0452214793690513,112
7400,2001,0.030069579068125,113
7400,2003,0.0292596843008787,121
7400,2005,0.0290921093234863,119
7400,2007,0.027375576837845,93
7400,2009,0.0455085800414697,92
7400,2011,0.0475795232193764,111
7400,2013,0.0425278122116558,114
7600,1985,0.0836199804859404,139
7600,1987,0.0861693056397677,137
7600,1989,0.0808654871829065,190
7600,1991,0.0633317358157449,150
7600,1993,0.0632470946263645,191
7600,1995,0.0647693015557865,140
7600,1997,0.0656103666062567,119
7600,1999,0.0649817391841958,141
7600,2001,0.0580039727978718,145
7600,2003,0.0582557606223847,156
7600,2005,0.0526008419002217,145
7600,2007,0.0410710780501138,116
7600,2009,0.0464433724350706,123
7600,2011,0.0545951200773974,145
7600,2013,0.0513125771206136,135
8280,1985,0.0886571891124868,162
8280,1987,0.0884269389978041,166
8280,1989,0.101740144959784,180
8280,1991,0.106008797845937,158
8280,1993,0.104703484342741,189
8280,1995,0.104071197194866,173
8280,1997,0.100927690919996,138
8280,1999,0.127555296017773,166
8280,2001,0.112967718864184,166
8280,2003,0.0916904823126843,158
8280,2005,0.0787247747984458,151
8280,2007,0.0594159953339601,136
8280,2009,0.114866519209762,123
8280,2011,0.116987075295534,149
8280,2013,0.11748179486511,148
8840,1985,0.080150335175924,319
8840,1987,0.0731942289198937,244
8840,1989,0.0682936880657301,346
8840,1991,0.0708443916616096,265
8840,1993,0.070740207080884,379
8840,1995,0.0757451618208784,265
8840,1997,0.0787006701317955,210
8840,1999,0.0888185143669135,236
8840,2001,0.0856329026633801,234
8840,2003,0.0743388968777062,259
8840,2005,0.0588566232523753,226
8840,2007,0.0409701759503916,191
8840,2009,0.0561320911703241,187
8840,2011,0.0534269380009711,232
8840,2013,0.0642661298581243,226
