"SMSA","Year","rented","vacant","count","vac_rate","predict_vac_rate"
7400,1991,33999.8,2321.65,132,0.0639195296443286,0.0344493185712384
7400,1993,34018.19,1622.73,176,0.0455299694845139,0.0199416957971936
7400,1995,31459.15,0,119,0,0.0261912958818468
7400,1997,37284.5236589,1294.6685823,120,0.033558727051765,0.0345689320070379
7400,1999,43154.8219808,0,126,0,0.029822917500064
7400,2001,41710.4170176,2980.5761208,125,0.0666929936322894,0.0341921910350201
7400,2003,39792.7997456,3195.7422895,135,0.0743393969232706,0.0448711821028149
7400,2005,26304.0941767,2573.9389062,125,0.089131378816937,0.0598803267653606
7400,2007,37835.0684919,0,106,0,0.0711012193677029
7400,2009,28274.4444085,0,100,0,0.0488899313014669
7400,2011,57911.30425198,1425.4235107,130,0.0240226174318383,0.0559284649623254
7400,2013,57651.81058334,2437.7935896,132,0.0405693068402305,0.0453338381428015
7600,1985,67970.64,5120.44,180,0.0700556073326595,0.0354418399988229
7600,1987,69346.46,0,169,0,0.0273569802467121
7600,1989,67071.88,0,224,0,0.0379351256377634
7600,1991,59732.79,0,175,0,0.0415227035953577
7600,1993,61741.21,1717.31,232,0.0270619295880206,0.0270150808213129
7600,1995,78368.98,1319.77,175,0.0165615598186695,0.033264680905966
7600,1997,55975.6931511,4037.5717511,155,0.0672779885860199,0.0416423170311572
7600,1999,69025.4745947,2123.6732329,176,0.029848189300114,0.0368963025241832
7600,2001,69027.9097996,1490.2880604,173,0.0211333826675304,0.0412655760591393
7600,2003,54179.3175785,3061.8897858,177,0.0534910063359291,0.0519445671269342
7600,2005,66203.6886734,3506.3139183,175,0.0502985767887129,0.0669537117894799
7600,2007,71047.103227,3989.1181743,150,0.0531625673548494,0.0781746043918222
7600,2009,74451.3775139,6097.6276323,150,0.0757008434956153,0.0559633163255861
7600,2011,60746.3140264,15807.4451314,172,0.206488163420116,0.0630018499864446
7600,2013,75040.4867058,2509.1961786,171,0.0323559824524409,0.0524072231669208
8280,1985,62085.73,10055.68,207,0.139388459416027,0.0922235639879223
8280,1987,64620.58,7905.29,200,0.108999588698488,0.0841387042358116
8280,1989,69267.87,5686.89,218,0.075870965366309,0.0947168496268628
8280,1991,80421.73,6470.38,198,0.0744645284825055,0.0983044275844571
8280,1993,73830.88,3184.85,230,0.0413532404354279,0.0837968048104123
8280,1995,66436.98,4107.31,206,0.0582231389670234,0.0900464048950654
8280,1997,56424.352387,4895.7846036,184,0.0798397532013096,0.0984240410202566
8280,1999,26625.3535342,8212.9978058,184,0.235745880327298,0.0936780265132827
8280,2001,53275.3579469,7276.9451611,192,0.120176191285755,0.0980473000482388
8280,2003,52242.0065496,7552.8703098,188,0.126313000485972,0.108726291116034
8280,2005,53561.8986916,3481.867325,181,0.06103852477038,0.123735435778579
8280,2007,62283.0783463,6709.1893847,161,0.0972455262792498,0.134956328380922
8280,2009,64932.0143292,10033.6832986,154,0.13384365938161,0.112745040314686
8280,2011,66539.68557324,7007.7226029,180,0.0952817070877206,0.119783573975544
8280,2013,72162.6772887,8197.9167694,179,0.10201413846534,0.10918894715602
8840,1985,46081.78,3578.08,275,0.0720517536698654,0.044552580116029
8840,1987,59519,0,223,0,0.0364677203639182
8840,1989,46981.07,1582.57,289,0.0325875490387459,0.0470458657549694
8840,1991,49770.13,0,226,0,0.0506334437125638
8840,1993,54298.13,1638.58,316,0.0292934639881395,0.036125820938519
8840,1995,57890.29,2657.88,225,0.043896950147296,0.0423754210231721
8840,1997,47937.9828708,1651.6551986,197,0.0333064580202931,0.0507530571483633
8840,1999,53986.782544,1795.2571658,221,0.0321834263347061,0.0460070426413893
8840,2001,27268.0400889,0,207,0,0.0503763161763454
8840,2003,39782.8271557,4443.2225706,218,0.100466186740566,0.0610553072441403
8840,2005,21109.4428548,4910.9121155,195,0.188733478890099,0.076064451906686
8840,2007,51756.8962154,5035.958676,183,0.0886723987661797,0.0872853445090283
8840,2009,59656.028992,6880.5835361,188,0.103410487469499,0.0650740564427922
8840,2011,63982.8437275,3713.4979334,224,0.0548552232261147,0.0721125901036507
8840,2013,58792.7629442,4088.6367253,220,0.0650214013490408,0.0615179632841268
